z
@RamenNoodleLord,@MeowOwlOwl,45874,2023-11-27 13:51:52,1,150g,150.0g,akuma,Trifling Glyph of Potion Boost,1,Fine,jewelry,,glyph
@Satar1,@Sweet_loveran,114964,2023-11-27 13:22:32,1,14000g,14000.0g,akuma,Crafting Motif 45: Mazzatun Staves,1,Epic,consumable,,motif
@Satar1,@BeastMode3495,97381,2023-11-27 12:43:35,1,5800g,5800.0g,akuma,Gloves of a Mother's Sorrow,cp160,Epic,hands,training,
@Satar1,@BeastMode3495,97301,2023-11-27 12:43:12,1,3000g,3000.0g,akuma,Epaulets of a Mother's Sorrow,cp160,Epic,shoulders,reinforced,
@Deathbrin90,@iago.leo,181549,2023-11-27 12:34:05,1,250g,250.0g,akuma,Praxis: Vampiric Lamp Azure Triple,1,Superior,consumable,,recipe
@Akire2626,@iago.leo,181550,2023-11-27 12:33:55,1,180g,180.0g,akuma,Diagram: Vampiric Candlestick,1,Superior,consumable,,recipe
@TrafalgarDripLaw,@iago.leo,181551,2023-11-27 12:33:46,1,100g,100.0g,akuma,Praxis: Vampiric Sconce Azure,1,Superior,consumable,,recipe
@TrafalgarDripLaw,@iago.leo,181552,2023-11-27 12:33:38,1,100g,100.0g,akuma,Formula: Vampiric Alchemy Rack Tubes,1,Superior,consumable,,recipe
@RajputLancer,@iago.leo,34665,2023-11-27 12:30:31,1,90g,90.0g,akuma,Tough Mining Boots of the Ranger,cp160,Superior,feet,sturdy,
@lavenderstar86,@K1NGM4N,166004,2023-11-27 12:20:46,1,25000g,25000.0g,akuma,Geode Amethyst,1,Epic,furnishings,,conservatory
@lavenderstar86,@K1NGM4N,166005,2023-11-27 12:20:37,1,25000g,25000.0g,akuma,Geode Green Garnet,1,Fine,furnishings,,conservatory
@pumbz,@BaronSalmon,118528,2023-11-27 12:19:40,1,4000g,4000.0g,akuma,Signed Contract,1,Superior,furnishings,,library
@Orishan,@Sweetrollkiller,96951,2023-11-27 12:12:50,1,35000g,35000.0g,akuma,Runebox: Nordic Bather's Towel,1,Legendary,consumable,,container
@pewterskier,@Sweetrollkiller,82032,2023-11-27 12:10:52,1,1500g,1500.0g,akuma,Crafting Motif 42: Hollowjack Maces,1,Epic,consumable,,motif
@Reign03,@Sweetrollkiller,44874,2023-11-27 12:10:16,200,400g,2.0g,akuma,Petty Repair Kit,1,Fine,consumable,,tool
@PaurandMyrne,@width,54177,2023-11-27 11:56:16,1,35000g,35000.0g,akuma,Dreugh Wax,1,Legendary,materials,,tannin
@KrossedGamer,@width,42867,2023-11-27 11:55:35,50,38200g,764.0g,akuma,Dhufish,1,Normal,consumable,,fish
@mariusapan,@width,203634,2023-11-27 11:55:30,1,30000g,30000.0g,akuma,Chromium Plating,1,Legendary,materials,,plating
@mariusapan,@width,203634,2023-11-27 11:55:29,1,30000g,30000.0g,akuma,Chromium Plating,1,Legendary,materials,,plating
@mariusapan,@width,203634,2023-11-27 11:55:27,1,30000g,30000.0g,akuma,Chromium Plating,1,Legendary,materials,,plating
@mariusapan,@width,203634,2023-11-27 11:55:26,1,30000g,30000.0g,akuma,Chromium Plating,1,Legendary,materials,,plating
@AVENFATE,@width,30164,2023-11-27 11:55:22,5,18000g,3600.0g,akuma,Columbine,1,Fine,materials,,reagent
@AVENFATE,@width,30164,2023-11-27 11:55:21,5,18000g,3600.0g,akuma,Columbine,1,Fine,materials,,reagent
@sconeindygw,@Saublainaar,57008,2023-11-27 11:53:47,1,500g,500.0g,akuma,Recipe: Lillandril Summer Sausage,1,Superior,consumable,,recipe
@vKaotic,@Saublainaar,45693,2023-11-27 11:53:40,1,600g,600.0g,akuma,Recipe: Minotaur Slumgullion,1,Superior,consumable,,recipe
@Error_72890,@width,54177,2023-11-27 11:51:14,2,82000g,41000.0g,akuma,Dreugh Wax,1,Legendary,materials,,tannin
@AKAZA69,@width,77591,2023-11-27 11:51:02,200,329999g,1649.995g,akuma,Mudcrab Chitin,1,Fine,materials,,reagent
@TrafalgarDripLaw,@ChargeYourWeapons,140451,2023-11-27 11:36:59,1,150g,150.0g,akuma,Crafting Motif 63: Dremora Gloves,1,Epic,consumable,,motif
@TrafalgarDripLaw,@ChargeYourWeapons,140455,2023-11-27 11:36:57,1,150g,150.0g,akuma,Crafting Motif 63: Dremora Shields,1,Epic,consumable,,motif
@NoPantsStan,@ChargeYourWeapons,140457,2023-11-27 11:36:54,3,300g,100.0g,akuma,Crafting Motif 63: Dremora Staves,1,Epic,consumable,,motif
@Jetxky,@ElQueue,46135,2023-11-27 11:06:33,25,1475g,59.0g,akuma,Topgrain Hide,1,Normal,normal,,materials
@MasterW3,@Jetxky,45884,2023-11-27 11:00:21,1,500g,500.0g,akuma,Major Glyph of Increase Magical Harm,cp10,Fine,jewelry,,glyph
@TrafalgarDripLaw,@Abigaiel,181549,2023-11-27 10:59:39,1,100g,100.0g,akuma,Praxis: Vampiric Lamp Azure Triple,1,Superior,consumable,,recipe
@Kefkaas,@Se7EnT1En,175846,2023-11-27 10:44:54,1,2599g,2599.0g,akuma,Companion's Breeches,1,Superior,legs,,quickened
@Domiforu,@ElQueue,30161,2023-11-27 10:14:16,20,8600g,430.0g,akuma,Corn Flower,1,Fine,materials,,reagent
@Noobin007,@BluntMethod,190418,2023-11-27 10:05:53,1,11000g,11000.0g,akuma,Gourmand's Bow,cp160,Superior,two-handed,precise,
@trishphegor,@BluntMethod,190367,2023-11-27 10:05:48,1,30000g,30000.0g,akuma,Gourmand's Ring,cp160,Epic,ring,arcane,
@Bobthedead,@Lul6306599,171562,2023-11-27 09:45:36,1,20000g,20000.0g,akuma,Crafting Motif 100: True-Sworn Shields,1,Epic,consumable,,motif
@cyoadventure,@Sunsshine,178542,2023-11-27 09:28:01,1,20000g,20000.0g,akuma,Crafting Motif 107: Annihilarch's Chosen Swords,1,Epic,consumable,,motif
@DarkLordCthulhu,@MrStryker,73843,2023-11-27 09:27:21,1,40000g,40000.0g,akuma,Crafting Motif 30: Morag Tong Chests,1,Epic,consumable,,motif
@lubasik,@Voror_Fylgja,139661,2023-11-27 09:21:32,1,2200g,2200.0g,akuma,Exemplary Swift Necklace,1,Epic,neck,swift,
@Itsgametime,@blazblue14589,132594,2023-11-27 09:15:44,1,10000g,10000.0g,akuma,Crafting Motif 57: Ebonshadow Staves,1,Epic,consumable,,motif
@Evilpookie,@t88connolly,45868,2023-11-27 08:46:07,1,1500g,1500.0g,akuma,Slight Glyph of Absorb Magicka,17,Superior,weapon,,glyph
@Scarrebend,@LuciButters,125782,2023-11-27 08:41:24,1,1000g,1000.0g,akuma,Impregnable Armor Greaves,cp160,Superior,legs,well-fitted,
@krevius,@LuciButters,189903,2023-11-27 08:41:23,1,180g,180.0g,akuma,Mara's Balm Greaves,cp160,Superior,legs,well-fitted,
@vipkid1412,@LuciButters,125780,2023-11-27 08:40:52,1,5000g,5000.0g,akuma,Impregnable Armor Gauntlets,cp160,Superior,hands,well-fitted,
@Lyranis.Raine,@angelmama2014,33271,2023-11-27 08:36:03,10,330g,33.0g,akuma,Soul Gem,50,Fine,soul,,gem
@SavageHoax,@allamaraine,178711,2023-11-27 08:35:35,1,88000g,88000.0g,akuma,Crafting Motif 108: Fargrave Guardian Chests,1,Epic,consumable,,motif
@Itsgametime,@allamaraine,178711,2023-11-27 08:35:24,1,80000g,80000.0g,akuma,Crafting Motif 108: Fargrave Guardian Chests,1,Epic,consumable,,motif
@Vaelfear,@angelmama2014,27037,2023-11-27 08:35:12,56,840g,15.0g,akuma,Essence of Magicka,cp150,Normal,consumable,,potion
@Vaelfear,@angelmama2014,27037,2023-11-27 08:35:10,100,1500g,15.0g,akuma,Essence of Magicka,cp150,Normal,consumable,,potion
@ConjuringWorm,@angelmama2014,27037,2023-11-27 08:35:07,50,700g,14.0g,akuma,Essence of Magicka,cp150,Normal,consumable,,potion
@xamich,@angelmama2014,27037,2023-11-27 08:34:51,100,1200g,12.0g,akuma,Essence of Magicka,cp150,Normal,consumable,,potion
@ConjuringWorm,@angelmama2014,27037,2023-11-27 08:34:49,100,1100g,11.0g,akuma,Essence of Magicka,cp150,Normal,consumable,,potion
@ConjuringWorm,@angelmama2014,27037,2023-11-27 08:34:48,100,1100g,11.0g,akuma,Essence of Magicka,cp150,Normal,consumable,,potion
@Kooish,@DemonicdeathXXX,45320,2023-11-27 08:33:24,1,500g,500.0g,akuma,Ruby Ash Bow,cp160,Normal,two-handed,intricate,
@viÃ¤tachegg,@DemonicdeathXXX,45332,2023-11-27 08:33:19,1,110g,110.0g,akuma,Ruby Ash Restoration Staff,cp150,Normal,two-handed,intricate,
@viÃ¤tachegg,@DemonicdeathXXX,45329,2023-11-27 08:33:18,1,110g,110.0g,akuma,Ruby Ash Inferno Staff,cp160,Normal,two-handed,intricate,
@viÃ¤tachegg,@DemonicdeathXXX,45330,2023-11-27 08:33:17,1,110g,110.0g,akuma,Ruby Ash Ice Staff,cp160,Normal,two-handed,intricate,
@viÃ¤tachegg,@DemonicdeathXXX,45320,2023-11-27 08:33:16,1,110g,110.0g,akuma,Ruby Ash Bow,cp150,Normal,two-handed,intricate,
@RajputLancer,@LuciButters,10902,2023-11-27 08:26:54,1,141g,141.0g,akuma,Triumphant Spaulders,cp160,Fine,shoulders,impenetrable,
@RajputLancer,@LuciButters,98385,2023-11-27 08:26:33,1,150g,150.0g,akuma,Beekeeper's Helm,cp160,Superior,head,well-fitted,
@DocHol1iday,@Selleys,87943,2023-11-27 08:19:23,1,45000g,45000.0g,akuma,Deadly Lightning Staff,cp160,Epic,two-handed,charged,
@flikao,@Selleys,87871,2023-11-27 08:19:20,1,12000g,12000.0g,akuma,Deadly Battle Axe,cp160,Epic,two-handed,infused,
@width,@eaoiywybi,115027,2023-11-27 08:13:55,1,326001g,326001.0g,akuma,Mythic Aetherial Ambrosia,1,Legendary,consumable,,drink
@Bunnyrbt,@Voror_Fylgja,71673,2023-11-27 08:12:54,1,3200g,3200.0g,akuma,Crafting Motif 28: Ra Gada Axes,1,Epic,consumable,,motif
@pewterskier,@Voror_Fylgja,82035,2023-11-27 08:11:26,1,1500g,1500.0g,akuma,Crafting Motif 42: Hollowjack Staves,1,Epic,consumable,,motif
@AKAZA69,@Voror_Fylgja,51638,2023-11-27 08:06:06,1,998g,998.0g,akuma,Crafting Motif 11: Ancient Elf Style,1,Epic,consumable,,motif
@zynemorg,@Voror_Fylgja,51565,2023-11-27 08:05:46,1,750g,750.0g,akuma,Crafting Motif 12: Barbaric Style,1,Epic,consumable,,motif
@zynemorg,@Voror_Fylgja,51345,2023-11-27 08:05:41,1,742g,742.0g,akuma,Crafting Motif 13: Primal Style,1,Epic,consumable,,motif
@NatDagger,@Voror_Fylgja,16426,2023-11-27 08:05:25,1,500g,500.0g,akuma,Crafting Motif 8: Orc Style,1,Superior,consumable,,motif
@dewmanchu87,@jet710,153738,2023-11-27 07:52:42,1,99999g,99999.0g,akuma,Sealed Jewelry Crafter Writ,1,Legendary,master,,writ
@bearclawws,@jet710,153737,2023-11-27 07:51:04,1,22000g,22000.0g,akuma,Sealed Jewelry Crafter Writ,1,Epic,master,,writ
@Zamaruk,@jet710,119563,2023-11-27 07:50:44,1,5000g,5000.0g,akuma,Sealed Blacksmithing Writ,1,Epic,master,,writ
@ChaotixDemon,@Voror_Fylgja,153781,2023-11-27 07:47:07,1,300g,300.0g,akuma,Style Page: Glenmoril Wyrd Shoes,1,Legendary,consumable,,collectible
@ChaotixDemon,@Voror_Fylgja,153782,2023-11-27 07:47:00,1,300g,300.0g,akuma,Style Page: Glenmoril Wyrd Gloves,1,Legendary,consumable,,collectible
@ChaotixDemon,@Voror_Fylgja,153779,2023-11-27 07:46:55,1,300g,300.0g,akuma,Style Page: Glenmoril Wyrd Epaulets,1,Legendary,consumable,,collectible
@ChaotixDemon,@Voror_Fylgja,153780,2023-11-27 07:46:44,1,250g,250.0g,akuma,Style Page: Glenmoril Wyrd Sash,1,Legendary,consumable,,collectible
@ChaotixDemon,@Voror_Fylgja,167248,2023-11-27 07:46:32,1,200g,200.0g,akuma,Style Page: Grave Dancer Maul,1,Legendary,consumable,,collectible
@Argorious,@catwoman7997,176013,2023-11-27 07:35:32,1,9000g,9000.0g,akuma,Design: Leyawiin Meal Squid,1,Superior,consumable,,recipe
@edufalash,@Khasidhea,54176,2023-11-27 07:26:11,2,800g,400.0g,akuma,Elegant Lining,1,Epic,materials,,tannin
@Mystic.legend,@Khasidhea,115879,2023-11-27 07:21:51,1,500g,500.0g,akuma,Design: Wood Elf Vase Painted,1,Superior,consumable,,recipe
@Mystic.legend,@Khasidhea,116048,2023-11-27 07:21:46,1,300g,300.0g,akuma,Diagram: Dark Elf Cauldron Banded,1,Superior,consumable,,recipe
@Mystic.legend,@Khasidhea,45853,2023-11-27 07:21:35,2,190g,95.0g,akuma,Rekuta,16,Epic,aspect,,runestone
@Mystic.legend,@Khasidhea,54172,2023-11-27 07:21:21,2,1000g,500.0g,akuma,Grain Solvent,1,Epic,materials,,temper
@Argorious,@RTeoTG,160664,2023-11-27 06:44:01,1,8000g,8000.0g,akuma,Shoes of Winter's Respite,cp160,Fine,feet,divines,
@jaskos96,@Remsen,64504,2023-11-27 06:14:12,200,12000g,60.0g,akuma,Ancestor Silk,1,Normal,normal,,materials
@shanleyp,@Iags,150671,2023-11-27 06:12:58,3,73332g,24444.0g,akuma,Dragon Rheum,1,Fine,materials,,reagent
@shanleyp,@Iags,150671,2023-11-27 06:12:39,3,73332g,24444.0g,akuma,Dragon Rheum,1,Fine,materials,,reagent
@Banshee_44,@Remsen,176014,2023-11-27 06:12:37,1,6500g,6500.0g,akuma,Design: Leyawiin Gravy Boat Silver,1,Superior,consumable,,recipe
@Banshee_44,@Remsen,176010,2023-11-27 06:12:32,1,3000g,3000.0g,akuma,Design: Leyawiin Bowl Lobster Stew,1,Superior,consumable,,recipe
@Error_72890,@Remsen,126481,2023-11-27 06:11:51,1,49500g,49500.0g,akuma,Indoril Incense Burning,1,Epic,furnishings,,undercroft
@Mgkv1,@Remsen,114895,2023-11-27 06:10:47,2,12g,6.0g,akuma,Heartwood,1,Normal,materials,,furnishing
@Mgkv1,@Remsen,101363,2023-11-27 06:10:42,1,153g,153.0g,akuma,Ysgramor's Hat,cp160,Epic,head,divines,
@Mgkv1,@Remsen,45052,2023-11-27 06:10:37,1,246g,246.0g,akuma,Ruby Ash Restoration Staff of Flame,cp160,Epic,two-handed,powered,
@Mgkv1,@Remsen,45211,2023-11-27 06:10:36,1,183g,183.0g,akuma,Ancestor Silk Breeches of Magicka,cp160,Epic,legs,infused,
@EuphoricWizard,@kannarius,176021,2023-11-27 06:04:45,1,20000g,20000.0g,akuma,Design: Leyawiin Platter Seafood,1,Superior,consumable,,recipe
@Dwight3,@kannarius,119703,2023-11-27 06:04:16,1,15000g,15000.0g,akuma,Sealed Alchemy Writ,1,Epic,master,,writ
@Boozly,@kannarius,87901,2023-11-27 06:04:05,1,5000g,5000.0g,akuma,Deadly Bow,cp160,Epic,two-handed,precise,
@bearclawws,@kannarius,181492,2023-11-27 06:03:06,3,400g,133.33333333333334g,akuma,Vampiric Flask Stand Double,1,Superior,furnishings,,workshop
@ultimba,@kannarius,119703,2023-11-27 06:03:04,1,17000g,17000.0g,akuma,Sealed Alchemy Writ,1,Epic,master,,writ
@Kefkaas,@kannarius,171883,2023-11-27 06:03:00,1,15000g,15000.0g,akuma,Crafting Motif 103: Black Fin Legion Chests,1,Epic,consumable,,motif
@Bunnyrbt,@kannarius,124668,2023-11-27 06:02:21,1,3800g,3800.0g,akuma,Sixth House Writhing Thread,1,Epic,consumable,,trophy
@Extremoth,@kannarius,175569,2023-11-27 06:02:06,1,4000g,4000.0g,akuma,Style Page: Ja'zennji Siir Bracers,1,Legendary,consumable,,collectible
@bruiseman5241990,@kannarius,171908,2023-11-27 06:02:04,1,5000g,5000.0g,akuma,Crafting Motif 101: Ivory Brigade Staves,1,Epic,consumable,,motif
@zynemorg,@kannarius,176008,2023-11-27 06:01:43,1,452g,452.0g,akuma,Design: Leyawiin Lettuce Leaf,1,Fine,consumable,,recipe
@jigumiz,@kannarius,181567,2023-11-27 06:01:32,1,1500g,1500.0g,akuma,Blueprint: Leyawiin Door Castle,1,Superior,consumable,,recipe
@jigumiz,@kannarius,181668,2023-11-27 06:01:25,1,30000g,30000.0g,akuma,Crafting Motif 110: Dreadsails Gloves,1,Epic,consumable,,motif
@Banshee_44,@kannarius,171883,2023-11-27 06:01:11,1,10000g,10000.0g,akuma,Crafting Motif 103: Black Fin Legion Chests,1,Epic,consumable,,motif
@Hirriwi,@kannarius,157526,2023-11-27 06:01:02,1,30000g,30000.0g,akuma,Crafting Motif 82: Icereach Coven Legs,1,Epic,consumable,,motif
@jigumiz,@kannarius,181668,2023-11-27 06:00:51,1,21000g,21000.0g,akuma,Crafting Motif 110: Dreadsails Gloves,1,Epic,consumable,,motif
@SavageHoax,@kannarius,198340,2023-11-27 06:00:32,1,30000g,30000.0g,akuma,Style Page: Crowborne Hunter Jerkin,1,Legendary,consumable,,collectible
@blazblue14589,@kannarius,124662,2023-11-27 06:00:29,1,5000g,5000.0g,akuma,Dwarven Theodolite Shoulder,1,Epic,consumable,,trophy
@Itsgametime,@kannarius,178532,2023-11-27 06:00:27,1,15000g,15000.0g,akuma,Crafting Motif 107: Annihilarch's Chosen Bows,1,Epic,consumable,,motif
@MightBkhrazed,@kannarius,197782,2023-11-27 06:00:25,1,17000g,17000.0g,akuma,Alleyway Still Life Painting,1,Epic,furnishings,,gallery
@ashbellgames,@kannarius,175964,2023-11-27 06:00:22,1,48999g,48999.0g,akuma,Blueprint: Leyawiin Trunk Floral Gilded,1,Superior,consumable,,recipe
@Zamaruk,@kannarius,119695,2023-11-27 06:00:02,1,5000g,5000.0g,akuma,Sealed Clothier Writ,1,Epic,master,,writ
@SavageHoax,@kannarius,170132,2023-11-27 05:59:56,1,8000g,8000.0g,akuma,Crafting Motif 98: House Hexos Axes,1,Epic,consumable,,motif
@Guylords,@kannarius,119704,2023-11-27 05:59:54,1,15000g,15000.0g,akuma,Sealed Alchemy Writ,1,Epic,master,,writ
@gabrielsfeather,@kannarius,199053,2023-11-27 05:59:48,1,20000g,20000.0g,akuma,Style Page: Y'ffre's Fallen-Wood Cuirass,1,Legendary,consumable,,collectible
@Sweetleigh95,@kannarius,183006,2023-11-27 05:59:46,1,30000g,30000.0g,akuma,Deadlands Treasure Map II,1,Superior,miscellaneous,,trophy
@viÃ¤tachegg,@kannarius,74548,2023-11-27 05:59:37,1,50000g,50000.0g,akuma,Crafting Motif 32: Abah's Watch Legs,1,Epic,consumable,,motif
@adghar,@marakimich23,176058,2023-11-27 05:47:13,1,14000g,14000.0g,akuma,Crafting Motif 105: Crimson Oath Axes,1,Epic,consumable,,motif
@edufalash,@BaccarelliX,189881,2023-11-27 05:46:58,1,1500g,1500.0g,akuma,Mara's Balm Gauntlets,cp160,Epic,hands,divines,
@Carlinhaaa,@Zuriyah_Carissa,155256,2023-11-27 05:39:39,1,15000g,15000.0g,akuma,Dragonguard Elite's Belt,cp160,Epic,waist,divines,
@dykhajiit,@slant121,71555,2023-11-27 05:35:47,1,250000g,250000.0g,akuma,Crafting Motif 22: Trinimac Chests,1,Epic,consumable,,motif
@Argorious,@limamari,126834,2023-11-27 05:31:48,1,450g,450.0g,akuma,Design: Daedric Candles Group,1,Epic,consumable,,recipe
@TheRealCrazyCarmela,@limamari,116092,2023-11-27 05:31:25,1,345g,345.0g,akuma,Pattern: Khajiit Banner Crescents,1,Fine,consumable,,recipe
@Darlaa214,@limamari,115928,2023-11-27 05:31:09,1,300g,300.0g,akuma,Design: Breton Vase Ceramic,1,Fine,consumable,,recipe
@zynemorg,@limamari,126927,2023-11-27 05:31:05,1,300g,300.0g,akuma,Pattern: Redoran Bed Single,1,Fine,consumable,,recipe
@MissDollypop,@Acanthia88,139589,2023-11-27 05:30:22,1,190000g,190000.0g,akuma,Praxis: Alinor Fountain Timeworn,1,Superior,consumable,,recipe
@sconeindygw,@Akamakus,167185,2023-11-27 05:27:21,1,110000g,110000.0g,akuma,Crafting Motif 92: Ancestral Akaviri Shoulders,1,Epic,consumable,,motif
@Ploppa,@Miserables82,171900,2023-11-27 05:24:25,1,4999g,4999.0g,akuma,Crafting Motif 101: Ivory Brigade Chests,1,Epic,consumable,,motif
@Itsgametime,@Miserables82,147708,2023-11-27 05:24:07,1,3000g,3000.0g,akuma,Crafting Motif 73: Anequina Maces,1,Epic,consumable,,motif
@cyoadventure,@marakimich23,76897,2023-11-27 05:15:26,1,3000g,3000.0g,akuma,Crafting Motif 38: Draugr Boots,1,Epic,consumable,,motif
@Syncro17,@marakimich23,76906,2023-11-27 05:15:16,1,2500g,2500.0g,akuma,Crafting Motif 38: Draugr Shoulders,1,Epic,consumable,,motif
@Sweetleigh95,@marakimich23,76885,2023-11-27 05:14:49,1,2000g,2000.0g,akuma,Crafting Motif 34: Assassins League Gloves,1,Epic,consumable,,motif
@HappySuccubus,@marakimich23,171889,2023-11-27 05:13:48,1,5000g,5000.0g,akuma,Crafting Motif 103: Black Fin Legion Shields,1,Epic,consumable,,motif
@Argorious,@marakimich23,171882,2023-11-27 05:09:42,1,5000g,5000.0g,akuma,Crafting Motif 103: Black Fin Legion Bows,1,Epic,consumable,,motif
@Mkgoro112,@Mr.HomeInvasion,43089,2023-11-27 04:55:26,24,50000g,2083.3333333333335g,akuma,Ultimate Riverhold Beef Pasty,cp100,Epic,consumable,,food
@vipkid1412,@Mr.HomeInvasion,33802,2023-11-27 04:54:43,100,2800g,28.0g,akuma,Dawnstar Sun's Dusk Chowder,35,Epic,consumable,,food
@KlumsBabe,@YoungFine,30162,2023-11-27 04:51:51,5,725g,145.0g,akuma,Dragonthorn,1,Fine,materials,,reagent
@Argorious,@warshepherd216,171882,2023-11-27 04:45:31,1,5000g,5000.0g,akuma,Crafting Motif 103: Black Fin Legion Bows,1,Epic,consumable,,motif
@Itsgametime,@warshepherd216,147706,2023-11-27 04:45:19,1,5000g,5000.0g,akuma,Crafting Motif 73: Anequina Helmets,1,Epic,consumable,,motif
@Cheesed_GB,@warshepherd216,160620,2023-11-27 04:45:13,1,5000g,5000.0g,akuma,Crafting Motif 88: Ancestral Orc Maces,1,Epic,consumable,,motif
@RoxiFoxi92,@warshepherd216,182543,2023-11-27 04:45:06,1,4500g,4500.0g,akuma,Crafting Motif 113: Steadfast Society Daggers,1,Epic,consumable,,motif
@Itsgametime,@warshepherd216,147703,2023-11-27 04:44:59,2,8000g,4000.0g,akuma,Crafting Motif 73: Anequina Chests,1,Epic,consumable,,motif
@Mystic.legend,@kofer1998,45843,2023-11-27 04:30:20,3,150g,50.0g,akuma,Okori,1,Normal,essence,,runestone
@Mystic.legend,@kofer1998,45846,2023-11-27 04:30:18,3,84g,28.0g,akuma,Oru,1,Normal,essence,,runestone
@Mystic.legend,@kofer1998,45834,2023-11-27 04:30:15,6,168g,28.0g,akuma,Okoma,1,Normal,essence,,runestone
@Banshee_44,@kofer1998,45853,2023-11-27 04:28:35,200,9000g,45.0g,akuma,Rekuta,16,Epic,aspect,,runestone
@flikao,@saucybb,183353,2023-11-27 04:26:24,1,45000g,45000.0g,akuma,Rallying Cry Lightning Staff,cp160,Epic,two-handed,charged,
@jigumiz,@weaslet,190916,2023-11-27 04:20:15,1,200000g,200000.0g,akuma,Crafting Motif 119: Blessed Inheritor Maces,1,Epic,consumable,,motif
@Satar1,@Gaspara,180192,2023-11-27 04:20:05,1,6000g,6000.0g,akuma,Hexos' Ward Jack,cp160,Epic,chest,impenetrable,
@Cheesed_GB,@Gaspara,180098,2023-11-27 04:19:58,1,4200g,4200.0g,akuma,Hexos' Ward Amulet,cp160,Superior,neck,robust,
@ayako1014,@Gaspara,180147,2023-11-27 04:05:49,1,9000g,9000.0g,akuma,Hexos' Ward Inferno Staff,cp160,Superior,two-handed,precise,
@KillerClembo,@Gaspara,180097,2023-11-27 04:04:29,1,1800g,1800.0g,akuma,Hexos' Ward Ring,cp160,Superior,ring,robust,
@ayako1014,@Gaspara,180097,2023-11-27 04:04:27,1,1500g,1500.0g,akuma,Hexos' Ward Ring,cp160,Superior,ring,robust,
@ayako1014,@Gaspara,180253,2023-11-27 04:04:24,1,1000g,1000.0g,akuma,Hexos' Ward Boots,cp160,Superior,feet,training,
@Domiforu,@Gaspara,180178,2023-11-27 04:04:21,1,600g,600.0g,akuma,Hexos' Ward Belt,cp160,Superior,waist,reinforced,
@jigumiz,@aeuros,188337,2023-11-27 03:35:12,1,20000g,20000.0g,akuma,Crafting Motif 118: House Mornard Staves,1,Epic,consumable,,motif
@Itsgametime,@FatedBeginning,178718,2023-11-27 03:34:36,1,35000g,35000.0g,akuma,Crafting Motif 108: Fargrave Guardian Shoulders,1,Epic,consumable,,motif
@ChaotixDemon,@LostAgain,118966,2023-11-27 03:24:25,1,1200g,1200.0g,akuma,Praxis: High Elf End Table Verdant,1,Superior,consumable,,recipe
@HawtChet,@LostAgain,119371,2023-11-27 03:24:23,1,127g,127.0g,akuma,Blueprint: Common Wheelbarrow Barrel,1,Fine,consumable,,recipe
@pumbz,@LostAgain,115736,2023-11-27 03:24:22,1,100g,100.0g,akuma,Design: Argonian Cup Short,1,Fine,consumable,,recipe
@Lyranis.Raine,@LostAgain,45991,2023-11-27 03:24:21,1,59g,59.0g,akuma,Recipe: Old Clear-Eye Whiskey,1,Fine,consumable,,recipe
@DAN1968,@LostAgain,115840,2023-11-27 03:24:20,1,27g,27.0g,akuma,Blueprint: Wood Elf Bar Short,1,Fine,consumable,,recipe
@MadisonRayne,@LostAgain,119342,2023-11-27 03:24:19,1,15g,15.0g,akuma,Blueprint: Rough Crate Bolted,1,Normal,consumable,,recipe
