seller_username,buyer_username,item_id,transaction_id,is_true,price,guild,item,details
@ChargeYourWeapons,@JossetteLT,197555,1699687217,true,35000,akuma,"Pattern: Necrom Bed, Elegant Single","rr01 blue superior consumable recipe"",
"
@VanBrunt,@TemplarShadows,197558,1699668395,true,289,akuma,"Blueprint: Necrom Shelf, Elegant","rr01 green fine consumable recipe"",
"
@VanBrunt,@JossetteLT,197558,1699686788,true,289,akuma,"Blueprint: Necrom Shelf, Elegant","rr01 green fine consumable recipe"",
"
@ChargeYourWeapons,@rubium,197563,1699802924,true,32000,akuma,"Blueprint: Necrom Table, Elegant Dining","rr01 blue superior consumable recipe"",
"
@Remsen,@Hellraisin1,197567,1700550235,false,950,akuma,"Praxis: Necrom Lamp, Elegant","rr01 green fine consumable recipe"",
"
@SavageHoax,@Hellraisin1,197567,1700550272,false,1000,akuma,"Praxis: Necrom Lamp, Elegant","rr01 green fine consumable recipe"",
"
@SavageHoax,@Deminia,197575,1699967220,true,750,akuma,"Praxis: Necrom Memorial, Small","rr01 green fine consumable recipe"",
"
@Remsen,@Cheesed_GB,197575,1700340380,false,700,akuma,"Praxis: Necrom Memorial, Small","rr01 green fine consumable recipe"",
"
@ChargeYourWeapons,@shanleyp,33752,1700012462,false,1200,akuma,Red Meat,"rr01 white normal materials ingredient"",
"
@Erkla,@PepperB0x,33753,1700024622,false,1700,akuma,Fish,"rr01 white normal materials ingredient"",
"
@Erkla,@Gav9n,33753,1700112607,false,1700,akuma,Fish,"rr01 white normal materials ingredient"",
"
@NixNoctia,@Fleffle,33753,1700638176,true,1600,akuma,Fish,"rr01 white normal materials ingredient"",
"
@NixNoctia,@Chupacabra1969,33753,1700935929,true,900,akuma,Fish,"rr01 white normal materials ingredient"",
"
@Fallen_Prophet,@GenghisRon,33754,1700289895,true,60,akuma,White Meat,"rr01 white normal materials ingredient"",
"
@TheRealCrazyCarmela,@Cheesed_GB,197598,1700340393,false,1100,akuma,"Blueprint: Telvanni Teacup, Fungal","rr01 green fine consumable recipe"",
"
@VanBrunt,@TemplarShadows,197603,1699668409,true,389,akuma,"Design: Telvanni Meal, Fruit Breakfast","rr01 green fine consumable recipe"",
"
@SavageHoax,@Deminia,197603,1699967222,true,800,akuma,"Design: Telvanni Meal, Fruit Breakfast","rr01 green fine consumable recipe"",
"
@SavageHoax,@Cheesed_GB,197603,1700340383,false,800,akuma,"Design: Telvanni Meal, Fruit Breakfast","rr01 green fine consumable recipe"",
"
@akwaaa,@MadamFlutterbye,33773,1700322993,true,120,akuma,Mint,"rr01 white normal materials ingredient"",
"
@adghar,@wxmxm,33774,1699889451,true,400,akuma,Yeast,"rr01 white normal materials ingredient"",
"
@AVENFATE,@drewsiff,99328,1700625269,true,50000,akuma,Sword-Singer's Battle Axe,"cp160 purple epic weapon set sword-singer axe two-handed precise"",
"
@Dizzywicker,@ChristoVarian,197649,1700365376,false,50000,akuma,Lost Graht-Oak Acorn,"rr01 purple epic consumable trophy"",
"
@dawnarhinni,@Silver_Dawn80,197682,1700751289,true,30000,akuma,Style Page: Sancre Tor Sentry Battle Axe,"rr01 gold legendary consumable collectible"",
"
@Miserables82,@MouthForWar79,197688,1700346274,false,16000,akuma,Style Page: Sancre Tor Sentry Greatsword,"rr01 gold legendary consumable collectible"",
"
@vKaotic,@TemplarShadows,132167,1699668386,true,100,akuma,"Praxis: Hagraven Cauldron, Ritual","rr01 blue superior consumable recipe"",
"
@vKaotic,@JossetteLT,132167,1699686718,true,100,akuma,"Praxis: Hagraven Cauldron, Ritual","rr01 blue superior consumable recipe"",
"
@vKaotic,@JossetteLT,132167,1699686738,true,100,akuma,"Praxis: Hagraven Cauldron, Ritual","rr01 blue superior consumable recipe"",
"
@XPhenixFireX,@Cinnadots,132196,1699419177,false,777,akuma,"Pattern: Witches Corpse, Wrapped","rr01 purple epic consumable recipe"",
"
@vKaotic,@JossetteLT,132196,1699687013,true,500,akuma,"Pattern: Witches Corpse, Wrapped","rr01 purple epic consumable recipe"",
"
@Peliciano,@NixNoctia,197756,1700172485,false,7250,akuma,"Pattern: Necrom Banner, Medium Patterned","rr01 purple epic consumable recipe"",
"
@SavageHoax,@Cheesed_GB,197763,1700340433,false,10000,akuma,"Blueprint: Wood Carving, Dog","rr01 purple epic consumable recipe"",
"
@SavageHoax,@Deminia,197766,1699967241,true,1200,akuma,"Praxis: Stone Carving, Hand","rr01 green fine consumable recipe"",
"
@SavageHoax,@battousaikun,197766,1700108132,true,1200,akuma,"Praxis: Stone Carving, Hand","rr01 green fine consumable recipe"",
"
@Shastan,@alex_strutin,99465,1699777501,true,5000,akuma,Ring of the Order of Diagna,"cp160 purple epic jewelry apparel set order of diagna ring healthy"",
"
@Jack.Fyre,@Izod3624,99488,1699884734,true,3950,akuma,Mace of the Order of Diagna,"cp160 blue superior weapon set order of diagna mace one-handed powered"",
"
@Carlinhaaa,@Bleztor,197811,1699822712,false,1741,akuma,Ashur's Spare Axe,"cp160 blue superior weapon set adamant lurker axe one-handed sharpened"",
"
@KarnficinA,@HeyBobbyG,99593,1700626041,true,5000,akuma,Dagger of the Order of Diagna,"cp160 purple epic weapon set order of diagna dagger one-handed decisive"",
"
@Advoprime,@SwankyNinja98,99648,1700446976,true,3500,akuma,Spinner's Necklace,"cp160 blue superior jewelry apparel set spinner's garments neck arcane"",
"
@Lunareklypse,@JossetteLT,198066,1699687853,true,97850,akuma,"Praxis: Necrom Column, Tall Elegant","rr01 blue superior consumable recipe"",
"
@Lunareklypse,@Xenran,132543,1699817831,true,13550,akuma,Crafting Motif 54: Bloodforge Maces,"rr01 purple epic consumable motif"",
"
@xamich,@Holy.est,132543,1700504080,true,13000,akuma,Crafting Motif 54: Bloodforge Maces,"rr01 purple epic consumable motif"",
"
@bruiseman5241990,@Cheesed_GB,198081,1700340423,false,5000,akuma,"Praxis: Necrom Stairs, Inner Corner Stone","rr01 green fine consumable recipe"",
"
@Leftthesky,@Holy.est,132558,1700504092,true,45000,akuma,Crafting Motif 56: Apostle Legs,"rr01 purple epic consumable motif"",
"
@dewmanchu87,@Flaisy,198095,1699919268,true,17935,akuma,Unearthed Valenwood Seedling,"rr01 purple epic consumable trophy"",
"
@Dizzywicker,@DeepWedgieREX,198095,1700353536,true,60000,akuma,Unearthed Valenwood Seedling,"rr01 purple epic consumable trophy"",
"
@xamich,@Cheesed_GB,132568,1700889077,false,8500,akuma,Crafting Motif 55: Dreadhorn Boots,"rr01 purple epic consumable motif"",
"
@xamich,@Elnynd,132572,1700625520,true,8300,akuma,Crafting Motif 55: Dreadhorn Gloves,"rr01 purple epic consumable motif"",
"
@MissDollypop,@Cheesed_GB,132575,1700889054,false,6000,akuma,Crafting Motif 55: Dreadhorn Maces,"rr01 purple epic consumable motif"",
"
@FaintyFox,@SpeshlEhd,132583,1700345659,true,5500,akuma,Crafting Motif 57: Ebonshadow Belts,"rr01 purple epic consumable motif"",
"
@MissDollypop,@twimic,132586,1700241573,true,10000,akuma,Crafting Motif 57: Ebonshadow Chests,"rr01 purple epic consumable motif"",
"
@FaintyFox,@SpeshlEhd,132586,1700345651,true,8500,akuma,Crafting Motif 57: Ebonshadow Chests,"rr01 purple epic consumable motif"",
"
@ChargeYourWeapons,@BPG9,34311,1699525559,true,2000,akuma,Apples,"rr01 white normal materials ingredient"",
"
@DubzVenom,@burritocinema,132618,1700600397,true,100,akuma,Tenebrous Cord,"rr01 white normal materials style"",
"
@ChargeYourWeapons,@SolidStateXxX,34321,1700676233,true,5000,akuma,Poultry,"rr01 white normal materials ingredient"",
"
@NixNoctia,@KlumsBabe,34324,1700763942,false,499,akuma,Carrots,"rr01 white normal materials ingredient"",
"
@Jetchi,@Gav9n,34329,1700112596,false,6,akuma,Barley,"rr01 white normal materials ingredient"",
"
@akwaaa,@Syncro17,34345,1700904782,false,499,akuma,Surilie Grapes,"rr01 white normal materials ingredient"",
"
@shanleyp,@Gav9n,34346,1700112597,false,80,akuma,Ginkgo,"rr01 white normal materials ingredient"",
"
@Wightwarriora,@Syncro17,34347,1700904697,false,120,akuma,Ginseng,"rr01 white normal materials ingredient"",
"
@Psych0oKiller,@peavdad,99918,1700493475,true,800,akuma,Thunderbug's Pauldron,"cp160 blue superior heavy apparel set thunderbug's carapace shoulders reinforced"",
"
@Psych0oKiller,@BettyH,99938,1700325628,true,1500,akuma,Thunderbug's Pauldron,"cp160 purple epic heavy apparel set thunderbug's carapace shoulders impenetrable"",
"
@Psych0oKiller,@Deminia,99939,1699967092,true,300,akuma,Thunderbug's Girdle,"cp160 blue superior heavy apparel set thunderbug's carapace waist impenetrable"",
"
@RajputLancer,@Basedrevar,1674,1700618900,true,240,akuma,Ukaezai's Scalpel,"cp160 blue superior weapon set green pact sword two-handed precise"",
"
@Skul_d47,@vronykah,198300,1700506092,true,6750,akuma,Illuminated Halosaur,"rr01 white normal consumable fish"",
"
@RajputLancer,@Doomsar,1693,1700308955,true,84,akuma,Murdered Mason's Boots,"cp160 green fine heavy apparel feet sturdy"",
"
@RajputLancer,@Doomsar,1695,1700308954,true,84,akuma,Clumsy Alchemist's Vambraces,"cp160 green fine heavy apparel hands training"",
"
@RajputLancer,@Doomsar,1697,1700308972,true,171,akuma,Barkbite Greaves,"cp160 green fine heavy apparel set pact legs well-fitted"",
"
@Linknerevar,@BadGoalie,198322,1699904494,true,2000,akuma,Runebox: Face-Eating Tome Memento,"rr01 gold legendary consumable container"",
"
@shanleyp,@GarkaLaGarka,198322,1700131275,false,4222,akuma,Runebox: Face-Eating Tome Memento,"rr01 gold legendary consumable container"",
"
@DivadSesom,@xXSLAUGHTER95Xx,198322,1700619700,false,1000,akuma,Runebox: Face-Eating Tome Memento,"rr01 gold legendary consumable container"",
"
@MisterSmirk,@Doomsar,1715,1700308843,true,100,akuma,Bloodshark's Cutlass,"rr29 green fine weapon set syrabane's grip sword one-handed decisive"",
"
@HappySuccubus,@rocketmensch,198340,1700151838,true,50000,akuma,Style Page: Crowborne Hunter Jerkin,"rr01 gold legendary consumable collectible"",
"
@SavageHoax,@Silver_Dawn80,198340,1700751304,true,30000,akuma,Style Page: Crowborne Hunter Jerkin,"rr01 gold legendary consumable collectible"",
"
@SeuJose,@Janaaa,198341,1699449116,true,80000,akuma,Style Page: Crowborne Hunter Hat,"rr01 gold legendary consumable collectible"",
"
@HappySuccubus,@flizomica,198341,1699981904,true,40000,akuma,Style Page: Crowborne Hunter Hat,"rr01 gold legendary consumable collectible"",
"
@PrettyfulPhoenix,@JossetteLT,198342,1699687250,true,90000,akuma,Style Page: Crowborne Hunter Breeches,"rr01 gold legendary consumable collectible"",
"
@Lunareklypse,@JossetteLT,198344,1699687239,true,89750,akuma,Style Page: Crowborne Hunter Shoes,"rr01 gold legendary consumable collectible"",
"
@HappySuccubus,@GingerbreadHag,198344,1699929344,true,35000,akuma,Style Page: Crowborne Hunter Shoes,"rr01 gold legendary consumable collectible"",
"
@HappySuccubus,@flizomica,198344,1699981905,true,40000,akuma,Style Page: Crowborne Hunter Shoes,"rr01 gold legendary consumable collectible"",
"
@wins15,@width,198346,1699388827,false,50000,akuma,Style Page: Crowborne Hunter Sash,"rr01 gold legendary consumable collectible"",
"
@RajputLancer,@Skul_d47,1742,1700139450,false,141,akuma,Cathartic Band,"cp160 green fine jewelry apparel ring healthy"",
"
@RajputLancer,@Conrad_L,1743,1700442539,true,171,akuma,Alyxe's Rancid Pants,"cp160 green fine light apparel legs training"",
"
@Lunareklypse,@JossetteLT,198354,1699687205,true,28950,akuma,Style Page: Apocrypha Expedition Jack,"rr01 gold legendary consumable collectible"",
"
@khanmorte,@Cheesed_GB,198354,1700506608,false,22000,akuma,Style Page: Apocrypha Expedition Jack,"rr01 gold legendary consumable collectible"",
"
@Lunareklypse,@JossetteLT,198359,1699687154,true,21019,akuma,Style Page: Apocrypha Expedition Bracers,"rr01 gold legendary consumable collectible"",
"
@Cheesed_GB,@HeyBobbyG,34527,1700626018,true,6000,akuma,Stygian Marwoleath's Torment,"cp160 blue superior jewelry apparel set stygian ring arcane"",
"
@NCC-42,@Remsen,198372,1699948297,false,600,akuma,"Apocrypha Ink Bottle, Black","rr01 blue superior furnishings library"",
"
@bruiseman5241990,@PinkKanet,198372,1700847690,true,5000,akuma,"Apocrypha Ink Bottle, Black","rr01 blue superior furnishings library"",
"
@bruiseman5241990,@Blood-Eye,198377,1700299397,true,2500,akuma,"Apocrypha Ink Jar, Black","rr01 blue superior furnishings library"",
"
@Shastan,@DerAlleinTiger,198379,1699944687,true,3500,akuma,Apocrypha Inkwell,"rr01 blue superior furnishings library"",
"
@Shastan,@DerAlleinTiger,198379,1699944688,true,3500,akuma,Apocrypha Inkwell,"rr01 blue superior furnishings library"",
"
@Shastan,@DerAlleinTiger,198379,1699944688,true,3500,akuma,Apocrypha Inkwell,"rr01 blue superior furnishings library"",
"
@rock1064,@DerAlleinTiger,198379,1699944689,true,4065,akuma,Apocrypha Inkwell,"rr01 blue superior furnishings library"",
"
@bruiseman5241990,@Azrahel,198379,1700560158,true,2500,akuma,Apocrypha Inkwell,"rr01 blue superior furnishings library"",
"
@GOPNICK,@Aeonstar,198379,1700633546,true,3000,akuma,Apocrypha Inkwell,"rr01 blue superior furnishings library"",
"
@EtedZ,@drpeppermd87,198379,1700941366,true,1000,akuma,Apocrypha Inkwell,"rr01 blue superior furnishings library"",
"
@flikao,@spookybishh,198381,1699484224,true,6400,akuma,"Apocrypha Ink Pestle, Green","rr01 green fine furnishings library"",
"
@GOPNICK,@Aeonstar,198381,1700633543,true,3000,akuma,"Apocrypha Ink Pestle, Green","rr01 green fine furnishings library"",
"
@SciFiFantasy2002,@siriussilver,198381,1700760549,true,3000,akuma,"Apocrypha Ink Pestle, Green","rr01 green fine furnishings library"",
"
@SciFiFantasy2002,@EntropicSoul,198382,1699967829,true,35000,akuma,"Apocrypha Specimen Jar, Brains","rr01 purple epic furnishings undercroft"",
"
@SciFiFantasy2002,@EntropicSoul,198382,1699967932,true,35000,akuma,"Apocrypha Specimen Jar, Brains","rr01 purple epic furnishings undercroft"",
"
@SciFiFantasy2002,@EntropicSoul,198382,1699967934,true,35000,akuma,"Apocrypha Specimen Jar, Brains","rr01 purple epic furnishings undercroft"",
"
@SciFiFantasy2002,@EntropicSoul,198382,1699967935,true,35000,akuma,"Apocrypha Specimen Jar, Brains","rr01 purple epic furnishings undercroft"",
"
@Dwight3,@kolimiasteve,198382,1700463129,true,20000,akuma,"Apocrypha Specimen Jar, Brains","rr01 purple epic furnishings undercroft"",
"
@EtedZ,@Newt711,198385,1700828512,true,8000,akuma,"Apocrypha Specimen Jar, Abyssal Eel","rr01 purple epic furnishings undercroft"",
"
@ChargeYourWeapons,@gloomspore,198386,1699934350,true,9000,akuma,"Apocrypha Specimen Jar, Eyes","rr01 purple epic furnishings undercroft"",
"
@SciFiFantasy2002,@Remsen,198386,1699948275,false,16000,akuma,"Apocrypha Specimen Jar, Eyes","rr01 purple epic furnishings undercroft"",
"
@SciFiFantasy2002,@Remsen,198386,1699948275,false,16000,akuma,"Apocrypha Specimen Jar, Eyes","rr01 purple epic furnishings undercroft"",
"
@SciFiFantasy2002,@Remsen,198386,1699948276,false,16000,akuma,"Apocrypha Specimen Jar, Eyes","rr01 purple epic furnishings undercroft"",
"
@SciFiFantasy2002,@Remsen,198389,1699948159,false,22000,akuma,"Apocrypha Specimen Jar, Spider","rr01 purple epic furnishings undercroft"",
"
@SciFiFantasy2002,@Remsen,198389,1699948160,false,22000,akuma,"Apocrypha Specimen Jar, Spider","rr01 purple epic furnishings undercroft"",
"
@RajputLancer,@Doomsar,1783,1700308969,true,171,akuma,Barkbite Breastplate,"cp160 green fine heavy apparel chest impenetrable"",
"
@baneheart,@shy-robot,198455,1699884378,true,18000,akuma,"Necrom Vase, Small Square Floral","rr01 green fine furnishings parlor"",
"
@bruiseman5241990,@Cheesed_GB,198514,1700340446,false,15000,akuma,"Pattern: Apocrypha Book Pile, Short","rr01 green fine consumable recipe"",
"
@ChargeYourWeapons,@JossetteLT,198516,1699687877,true,150000,akuma,Praxis: Paper Making Frame,"rr01 blue superior consumable recipe"",
"
@Lunareklypse,@JossetteLT,198544,1699687192,true,26850,akuma,"Design: Necrom Candle, Elegant","rr01 green fine consumable recipe"",
"
@AVENFATE,@OnionBiscuit,133100,1700866739,false,9000,akuma,Belt of Unfathomable Darkness,"cp160 purple epic medium apparel set unfathomable darkness waist well-fitted"",
"
@AVENFATE,@Deminia,133235,1699967107,true,1000,akuma,Cleft Striders,"cp160 blue superior medium apparel set unfathomable darkness feet well-fitted"",
"
@AVENFATE,@Deminia,133235,1699967106,true,1000,akuma,Cleft Striders,"cp160 blue superior medium apparel set unfathomable darkness feet well-fitted"",
"
@lubasik,@Executans,166038,1700829594,true,1200,akuma,Blackreach: Greymoor Caverns Treasure Map I,"rr01 blue superior miscellaneous trophy"",
"
@SavageHoax,@podeserdudu,199053,1700747934,true,5000,akuma,Style Page: Y'ffre's Fallen-Wood Cuirass,"rr01 gold legendary consumable collectible"",
"
@SavageHoax,@podeserdudu,199053,1700747939,true,5000,akuma,Style Page: Y'ffre's Fallen-Wood Cuirass,"rr01 gold legendary consumable collectible"",
"
@EuphoricWizard,@Piloting_Ace,199054,1700932864,false,50000,akuma,Style Page: Y'ffre's Fallen-Wood Helm,"rr01 gold legendary consumable collectible"",
"
@MidasTouch21,@frankiepanky,199054,1700191859,true,60000,akuma,Style Page: Y'ffre's Fallen-Wood Helm,"rr01 gold legendary consumable collectible"",
"
@blazblue14589,@MoonDancer,199054,1700380470,true,150000,akuma,Style Page: Y'ffre's Fallen-Wood Helm,"rr01 gold legendary consumable collectible"",
"
@Bobthedead,@Taysim,199054,1700872627,true,80000,akuma,Style Page: Y'ffre's Fallen-Wood Helm,"rr01 gold legendary consumable collectible"",
"
@blazblue14589,@MoonDancer,199055,1700380486,true,150000,akuma,Style Page: Y'ffre's Fallen-Wood Greaves,"rr01 gold legendary consumable collectible"",
"
@GOPNICK,@kolimiasteve,199055,1700462755,true,90000,akuma,Style Page: Y'ffre's Fallen-Wood Greaves,"rr01 gold legendary consumable collectible"",
"
@Bobthedead,@plague201,199056,1700695403,true,40000,akuma,Style Page: Y'ffre's Fallen-Wood Pauldron,"rr01 gold legendary consumable collectible"",
"
@LionOfJustice,@TheSquidychicken,199056,1700729172,true,65000,akuma,Style Page: Y'ffre's Fallen-Wood Pauldron,"rr01 gold legendary consumable collectible"",
"
@Platinu,@Piloting_Ace,199057,1700932837,false,69696,akuma,Style Page: Y'ffre's Fallen-Wood Sabatons,"rr01 gold legendary consumable collectible"",
"
@blazblue14589,@MoonDancer,199058,1700380430,true,150000,akuma,Style Page: Y'ffre's Fallen-Wood Gauntlets,"rr01 gold legendary consumable collectible"",
"
@Bobthedead,@Piloting_Ace,199058,1700932874,false,90000,akuma,Style Page: Y'ffre's Fallen-Wood Gauntlets,"rr01 gold legendary consumable collectible"",
"
@Domiforu,@MaximusGiganticus,199059,1700440025,true,500,akuma,Style Page: Y'ffre's Fallen-Wood Girdle,"rr01 gold legendary consumable collectible"",
"
@adghar,@WifeyZ28,199059,1700445198,true,25000,akuma,Style Page: Y'ffre's Fallen-Wood Girdle,"rr01 gold legendary consumable collectible"",
"
@adghar,@GingerbreadHag,199059,1700504056,true,25000,akuma,Style Page: Y'ffre's Fallen-Wood Girdle,"rr01 gold legendary consumable collectible"",
"
@gabrielsfeather,@ZylakcZar,199059,1700814588,true,15000,akuma,Style Page: Y'ffre's Fallen-Wood Girdle,"rr01 gold legendary consumable collectible"",
"
@NoPantsStan,@MaryInTamrielland,199137,1699740456,true,125000,akuma,Possessed Shred,"rr01 purple epic consumable trophy"",
"
@Shastan,@MaryInTamrielland,199137,1699740458,true,150000,akuma,Possessed Shred,"rr01 purple epic consumable trophy"",
"
@Shastan,@MaryInTamrielland,199137,1699740461,true,150000,akuma,Possessed Shred,"rr01 purple epic consumable trophy"",
"
@Shastan,@MaryInTamrielland,199137,1699740462,true,150000,akuma,Possessed Shred,"rr01 purple epic consumable trophy"",
"
@flikao,@MaryInTamrielland,199137,1699740464,true,150000,akuma,Possessed Shred,"rr01 purple epic consumable trophy"",
"
@Linknerevar,@MaryInTamrielland,199137,1699740466,true,155000,akuma,Possessed Shred,"rr01 purple epic consumable trophy"",
"
@Linknerevar,@MaryInTamrielland,199137,1699740468,true,155000,akuma,Possessed Shred,"rr01 purple epic consumable trophy"",
"
@Linknerevar,@MaryInTamrielland,199137,1699740471,true,155000,akuma,Possessed Shred,"rr01 purple epic consumable trophy"",
"
@Linknerevar,@MaryInTamrielland,199137,1699740473,true,155000,akuma,Possessed Shred,"rr01 purple epic consumable trophy"",
"
@Lunareklypse,@MaryInTamrielland,199137,1699740475,true,162550,akuma,Possessed Shred,"rr01 purple epic consumable trophy"",
"
@Wild_Thesaurus,@rubium,199137,1699803005,true,105000,akuma,Possessed Shred,"rr01 purple epic consumable trophy"",
"
@Wild_Thesaurus,@rubium,199137,1699803007,true,105000,akuma,Possessed Shred,"rr01 purple epic consumable trophy"",
"
@Wild_Thesaurus,@rubium,199137,1699803150,true,105000,akuma,Possessed Shred,"rr01 purple epic consumable trophy"",
"
@RattdeRodent,@Major3Tom,199137,1700928096,true,5000,akuma,Possessed Shred,"rr01 purple epic consumable trophy"",
"
@vKaotic,@Valwrathion,68189,1699558128,false,15,akuma,Recipe: Garlic-and-Pepper Venison Steak,"rr01 green fine consumable recipe"",
"
@vKaotic,@pewterskier,68189,1700059373,false,15,akuma,Recipe: Garlic-and-Pepper Venison Steak,"rr01 green fine consumable recipe"",
"
@vKaotic,@DubzVenom,68189,1700847462,false,15,akuma,Recipe: Garlic-and-Pepper Venison Steak,"rr01 green fine consumable recipe"",
"
@vKaotic,@shane1395,68190,1700386513,false,15,akuma,Recipe: Millet and Beef Stuffed Peppers,"rr01 green fine consumable recipe"",
"
@limamari,@Naybeon_Fangcutter,68190,1700842594,false,50,akuma,Recipe: Millet and Beef Stuffed Peppers,"rr01 green fine consumable recipe"",
"
@Mysteria295,@DubzVenom,68190,1700847468,false,39,akuma,Recipe: Millet and Beef Stuffed Peppers,"rr01 green fine consumable recipe"",
"
@vKaotic,@G-RYDER,68192,1700655418,true,20,akuma,Recipe: Firsthold Fruit and Cheese Plate,"rr01 green fine consumable recipe"",
"
@vKaotic,@YueShi-712,68193,1699679089,true,15,akuma,Recipe: Thrice-Baked Gorapple Pie,"rr01 green fine consumable recipe"",
"
@vKaotic,@Naybeon_Fangcutter,68193,1700412966,false,15,akuma,Recipe: Thrice-Baked Gorapple Pie,"rr01 green fine consumable recipe"",
"
@vKaotic,@G-RYDER,68193,1700655404,true,15,akuma,Recipe: Thrice-Baked Gorapple Pie,"rr01 green fine consumable recipe"",
"
@vKaotic,@G-RYDER,68193,1700655409,true,15,akuma,Recipe: Thrice-Baked Gorapple Pie,"rr01 green fine consumable recipe"",
"
@SerNemesis,@DubzVenom,68193,1700847465,false,27,akuma,Recipe: Thrice-Baked Gorapple Pie,"rr01 green fine consumable recipe"",
"
@gabrielsfeather,@DubzVenom,68193,1700847485,false,150,akuma,Recipe: Thrice-Baked Gorapple Pie,"rr01 green fine consumable recipe"",
"
